word,level,pos_x,headword_x,pos_y,CEFR_x,CoreInventory 1,CoreInventory 2,Threshold,headword_y,pos,CEFR_y,notes,ID,Shorthand Code,Grammatical Item,Sentence Type,CEFR-J Level,FREQ*DISP,Core Inventory,EGP,GSELO,Notes,AfterDot,Shorthand Split,Shorthand Clean
backwards,B1,adverb,,,,,,,,,,,,,,,,,,,,,,,
bake,B1,verb,bake,verb,A2,,,,,,,,,,,,,,,,,,,,
balance,B1,"noun, verb",balance,noun,B1,,,,,,,,,,,,,,,,,,,,
balance,B1,"noun, verb",balance,verb,B2,,,,,,,,,,,,,,,,,,,,
ban,B1,"verb, noun",ban,noun,B2,"News, lifestyles and current affairs",,,,,,,,,,,,,,,,,,,
ban,B1,"verb, noun",ban,verb,B2,,,,,,,,,,,,,,,,,,,,
bank,B1,noun,bank,noun,A1,"Things in the town, shops and shopping",,Services,,,,,,,,,,,,,,,,,
bank,B1,noun,bank,verb,A2,,,,,,,,,,,,,,,,,,,,
base,B1,"noun, verb",base,noun,A2,,,,,,,,,,,,,,,,,,,,
base,B1,"noun, verb",base,verb,B1,,,,,,,,,,,,,,,,,,,,
basic,B1,adjective,basic,adjective,A2,,,,,,,,,,,,,,,,,,,,
basis,B1,noun,basis,noun,B1,Education,,,,,,,,,,,,,,,,,,,
battery,B1,noun,battery,noun,A2,,,,battery,noun,C1,assault and battery,,,,,,,,,,,,,
battle,B1,noun,battle,noun,B1,"News, lifestyles and current affairs",,Relations with other people,,,,,,,,,,,,,,,,,
beauty,B1,noun,beauty,noun,A2,Hobbies and pastimes,,"Free time, entertainment",,,,,,,,,,,,,,,,,
bee,B1,noun,bee,noun,A1,Education,,,,,,,,,,,,,,,,,,,
belief,B1,noun,belief,noun,B1,,,,,,,,,,,,,,,,,,,,
bell,B1,noun,bell,noun,A1,Objects and rooms,,Shopping,,,,,,,,,,,,,,,,,
bend,B1,"verb, noun",bend,noun,B2,,,,,,,,,,,,,,,,,,,,
bend,B1,"verb, noun",bend,verb,A2,,,,,,,,,,,,,,,,,,,,
benefit,B1,verb,benefit,noun,B1,Work and Jobs,,,,,,,,,,,,,,,,,,,
benefit,B1,verb,benefit,verb,B2,,,,,,,,,,,,,,,,,,,,
better,B1,noun,better,adjective,A1,,,,,,,,,,,,,,,,,,,,
better,B1,noun,better,adverb,A2,,,,,,,,,,,,,,,,,,,,
bite,B1,"verb, noun",bite,noun,A2,,,,,,,,,,,,,,,,,,,,
bite,B1,"verb, noun",bite,verb,B1,,,,,,,,,,,,,,,,,,,,
block,B1,"noun, verb",block,noun,A1,"Things in the town, shops and shopping",,"House and home, environment",,,,,,,,,,,,,,,,,
block,B1,"noun, verb",block,verb,B1,,,,,,,,,,,,,,,,,,,,
board,B1,verb,board,noun,A1,Objects and rooms,,"House and home, environment",,,,,,,,,,,,,,,,,
board,B1,verb,board,verb,B1,,,,,,,,,,,,,,,,,,,,
bomb,B1,"noun, verb",bomb,noun,B1,"News, lifestyles and current affairs",,Relations with other people,,,,,,,,,,,,,,,,,
bomb,B1,"noun, verb",bomb,verb,B1,,,,,,,,,,,,,,,,,,,,
border,B1,noun,border,noun,B1,,,,,,,,,,,,,,,,,,,,
bother,B1,verb,bother,noun,B1,,,,,,,,,,,,,,,,,,,,
bother,B1,verb,bother,verb,A2,,,,,,,,,,,,,,,,,,,,
branch,B1,noun,branch,noun,A2,"Things in the town, shops and shopping",,Services,,,,,,,,,,,,,,,,,
branch,B1,noun,branch,verb,B1,,,,,,,,,,,,,,,,,,,,
brand,B1,"noun, verb",brand,noun,A2,Shopping,,Shopping,,,,,,,,,,,,,,,,,
brave,B1,adjective,brave,adjective,A2,,,,,,,,,,,,,,,,,,,,
breath,B1,noun,breath,noun,B1,,,Health and body care,,,,,,,,,,,,,,,,,
breathe,B1,verb,breathe,verb,A1,,,,,,,,,,,,,,,,,,,,
breathing,B1,noun,,,,,,,,,,,,,,,,,,,,,,,
bride,B1,noun,bride,noun,A2,Family life,,Personal identification,,,,,,,,,,,,,,,,,
bubble,B1,noun,bubble,noun,B1,,,,,,,,,,,,,,,,,,,,
bury,B1,verb,bury,verb,A2,,,,,,,,,,,,,,,,,,,,
by,B1,adverb,by,preposition,A1,,,,,,,,,,,,,,,,,,,,
calm,B1,"adjective, verb, noun",calm,adjective,B1,,,,,,,,,,,,,,,,,,,,
campaign,B1,"noun, verb",campaign,noun,B2,,,,campaign,verb,C1,,,,,,,,,,,,,,
campus,B1,noun,campus,noun,A2,Education,,Education,,,,,,,,,,,,,,,,,
candidate,B1,noun,candidate,noun,B2,,,,,,,,,,,,,,,,,,,,
cap,B1,noun,cap,noun,A1,Clothes,,Shopping,,,,,,,,,,,,,,,,,
captain,B1,noun,captain,noun,A2,Work and Jobs,,Personal identification,,,,,,,,,,,,,,,,,
careless,B1,adjective,careless,adjective,B1,,,,,,,,,,,,,,,,,,,,
category,B1,noun,category,noun,B1,,,,,,,,,,,,,,,,,,,,
ceiling,B1,noun,ceiling,noun,B2,Objects and rooms,,"House and home, environment",,,,,,,,,,,,,,,,,
celebration,B1,noun,celebration,noun,A1,,,Daily life,,,,,,,,,,,,,,,,,
central,B1,adjective,central,adjective,B1,,,,,,,,,,,,,,,,,,,,
centre,B1,verb,,,,,,,,,,,,,,,,,,,,,,,
ceremony,B1,noun,ceremony,noun,B1,,,Daily life,,,,,,,,,,,,,,,,,
chain,B1,noun,chain,noun,A2,,,,,,,,,,,,,,,,,,,,
challenge,B1,noun,challenge,noun,A2,,,,,,,,,,,,,,,,,,,,
challenge,B1,noun,challenge,verb,B2,,,,,,,,,,,,,,,,,,,,
champion,B1,noun,champion,noun,B1,,,Relations with other people,,,,,,,,,,,,,,,,,
channel,B1,noun,channel,noun,B1,,,"Free time, entertainment",,,,,,,,,,,,,,,,,
chapter,B1,noun,chapter,noun,A2,Books and literature,Education,"Free time, entertainment",,,,,,,,,,,,,,,,,
charge,B1,"noun, verb",charge,noun,B1,Shopping,,Shopping,,,,,,,,,,,,,,,,,
charge,B1,"noun, verb",charge,verb,B1,,,,,,,,,,,,,,,,,,,,
cheap,B1,adverb,cheap,adjective,A2,,,,,,,,,,,,,,,,,,,,
cheat,B1,"verb, noun",cheat,verb,B2,,,,,,,,,,,,,,,,,,,,
cheerful,B1,adjective,cheerful,adjective,B1,,,,,,,,,,,,,,,,,,,,
chemical,B1,"adjective, noun",chemical,adjective,A2,,,,,,,,,,,,,,,,,,,,
chemical,B1,"adjective, noun",chemical,noun,B1,Scientific development,,,,,,,,,,,,,,,,,,,
chest,B1,noun,chest,noun,A2,,,Health and body care,,,,,,,,,,,,,,,,,
childhood,B1,noun,childhood,noun,A2,,,,,,,,,,,,,,,,,,,,
claim,B1,"verb, noun",claim,noun,B1,,,,,,,,,,,,,,,,,,,,
claim,B1,"verb, noun",claim,verb,A2,,,,,,,,,,,,,,,,,,,,
clause,B1,noun,clause,noun,B2,,,Language,,,,,,,,,,,,,,,,,
clear,B1,verb,clear,adjective,A2,,,,,,,,,,,,,,,,,,,,
clear,B1,verb,clear,verb,B1,,,,,,,,,,,,,,,,,,,,
click,B1,"verb, noun",click,noun,B1,,,,,,,,,,,,,,,,,,,,
click,B1,"verb, noun",click,verb,A2,,,,,,,,,,,,,,,,,,,,
client,B1,noun,client,noun,B2,Work and Jobs,,Personal identification,,,,,,,,,,,,,,,,,
climb,B1,noun,climb,noun,A1,Leisure activities,,,,,,,,,,,,,,,,,,,
climb,B1,noun,climb,verb,A2,,,,,,,,,,,,,,,,,,,,
,B1,adverb,,,,,,,,,,,,,,,,,,,,,,,
cloth,B1,noun,cloth,noun,A1,Objects and rooms,,Shopping,,,,,,,,,,,,,,,,,
clue,B1,noun,clue,noun,A2,,,Personal identification,,,,,,,,,,,,,,,,,
coach,B1,verb,coach,noun,A1,Ways of travelling,,Personal identification,,,,,,,,,,,,,,,,,
coach,B1,verb,coach,verb,B2,,,,,,,,,,,,,,,,,,,,
coal,B1,noun,coal,noun,B1,,,,,,,,,,,,,,,,,,,,
coin,B1,noun,coin,noun,A2,Shopping,,Shopping,,,,,,,,,,,,,,,,,
collection,B1,noun,collection,noun,A1,Hobbies and pastimes,,,,,,,,,,,,,,,,,,,
coloured,B1,adjective,,,,,,,,,,,,,,,,,,,,,,,
combine,B1,verb,combine,verb,B1,,,,,,,,,,,,,,,,,,,,
comment,B1,verb,comment,noun,B1,,,,,,,,,,,,,,,,,,,,
comment,B1,verb,comment,verb,B2,,,,,,,,,,,,,,,,,,,,
commercial,B1,"adjective, noun",commercial,adjective,B1,,,,,,,,,,,,,,,,,,,,
commercial,B1,"adjective, noun",commercial,noun,B2,,,,,,,,,,,,,,,,,,,,
commit,B1,verb,commit,verb,B1,,,,,,,,,,,,,,,,,,,,
communication,B1,noun,communication,noun,A2,,,,,,,,,,,,,,,,,,,,
comparison,B1,noun,comparison,noun,B1,,,,,,,,,,,,,,,,,,,,
competitor,B1,noun,competitor,noun,B1,,,,,,,,,,,,,,,,,,,,
competitive,B1,adjective,competitive,adjective,B1,,,,,,,,,,,,,,,,,,,,
complaint,B1,noun,complaint,noun,A2,,,,,,,,,,,,,,,,,,,,
complex,B1,adjective,complex,adjective,B1,,,,,,,,,,,,,,,,,,,,
concentrate,B1,verb,concentrate,verb,A2,,,,,,,,,,,,,,,,,,,,
conclude,B1,verb,conclude,verb,B1,,,,,,,,,,,,,,,,,,,,
conclusion,B1,noun,conclusion,noun,B1,,,,,,,,,,,,,,,,,,,,
confident,B1,adjective,confident,adjective,A2,,,,,,,,,,,,,,,,,,,,
confirm,B1,verb,confirm,verb,B1,,,,,,,,,,,,,,,,,,,,
confuse,B1,verb,confuse,verb,A2,,,,,,,,,,,,,,,,,,,,
confused,B1,adjective,confused,adjective,A2,,,,,,,,,,,,,,,,,,,,
connection,B1,noun,,,,,,,,,,,,,,,,,,,,,,,
consequence,B1,noun,consequence,noun,A2,,,,,,,,,,,,,,,,,,,,
consist,B1,verb,consist,verb,A2,,,,,,,,,,,,,,,,,,,,
consume,B1,verb,consume,verb,B1,,,,,,,,,,,,,,,,,,,,
consumer,B1,noun,consumer,noun,B1,Work and Jobs,,Personal identification,,,,,,,,,,,,,,,,,
contact,B1,"noun, verb",contact,noun,A2,,,,,,,,,,,,,,,,,,,,
contact,B1,"noun, verb",contact,verb,A2,,,,,,,,,,,,,,,,,,,,
container,B1,noun,container,noun,A2,Objects and rooms,,"House and home, environment",,,,,,,,,,,,,,,,,
,B1,noun,,,,,,,,,,,,,,,,,,,,,,,
continuous,B1,adjective,continuous,adjective,B1,,,,,,,,,,,,,,,,,,,,
contrast,B1,"noun, verb",contrast,noun,A2,,,,,,,,,,,,,,,,,,,,
convenient,B1,adjective,convenient,adjective,A2,,,,,,,,,,,,,,,,,,,,
convince,B1,verb,convince,verb,B1,,,,,,,,,,,,,,,,,,,,
cool,B1,verb,cool,adjective,A1,,,,,,,,,,,,,,,,,,,,
cool,B1,verb,cool,verb,B2,,,,,,,,,,,,,,,,,,,,
costume,B1,noun,costume,noun,B2,,,Shopping,,,,,,,,,,,,,,,,,
cottage,B1,noun,cottage,noun,B2,"Things in the town, shops and shopping",,"House and home, environment",,,,,,,,,,,,,,,,,
cotton,B1,noun,cotton,noun,B1,Clothes,,Shopping,,,,,,,,,,,,,,,,,
count,B1,noun,count,noun,B1,,,,,,,,,,,,,,,,,,,,
count,B1,noun,count,verb,A2,,,,,,,,,,,,,,,,,,,,
countryside,B1,noun,countryside,noun,A2,Nationalities and countries,Holidays,Places,,,,,,,,,,,,,,,,,
court,B1,noun,court,noun,A2,"Things in the town, shops and shopping",,Relations with other people,,,,,,,,,,,,,,,,,
cover,B1,noun,cover,noun,A1,Objects and rooms,,Shopping,,,,,,,,,,,,,,,,,
cover,B1,noun,cover,verb,A2,,,,,,,,,,,,,,,,,,,,
covered,B1,adjective,,,,,,,,,,,,,,,,,,,,,,,
cream,B1,adjective,cream,adjective,A2,,,,,,,,,,,,,,,,,,,,
cream,B1,adjective,cream,noun,A1,Food and drink,,Food and drink,,,,,,,,,,,,,,,,,
criminal,B1,adjective,criminal,adjective,B2,,,,,,,,,,,,,,,,,,,,
criminal,B1,adjective,criminal,noun,B1,"News, lifestyles and current affairs",,Relations with other people,,,,,,,,,,,,,,,,,
cruel,B1,adjective,cruel,adjective,B1,,,,,,,,,,,,,,,,,,,,
cultural,B1,adjective,cultural,adjective,B1,,,,,,,,,,,,,,,,,,,,
currency,B1,noun,currency,noun,B1,Shopping,,Shopping,,,,,,,,,,,,,,,,,
current,B1,adjective,current,adjective,B1,,,,,,,,,,,,,,,,,,,,
currently,B1,adverb,currently,adverb,B1,,,,,,,,,,,,,,,,,,,,
curtain,B1,noun,curtain,noun,B1,Objects and rooms,,"House and home, environment",,,,,,,,,,,,,,,,,
custom,B1,noun,custom,noun,A2,Nationalities and countries,Hobbies and pastimes,Places,,,,,,,,,,,,,,,,,
cut,B1,noun,cut,noun,B1,Travel and services vocab,,Travel,,,,,,,,,,,,,,,,,
cut,B1,noun,cut,verb,A1,,,,,,,,,,,,,,,,,,,,
daily,B1,adverb,daily,adjective,A2,,,,,,,,,,,,,,,,,,,,
daily,B1,adverb,daily,adverb,A2,,,,,,,,,,,,,,,,,,,,
damage,B1,"noun, verb",damage,noun,B1,"News, lifestyles and current affairs",,,,,,,,,,,,,,,,,,,
damage,B1,"noun, verb",damage,verb,B1,,,,,,,,,,,,,,,,,,,,
deal,B1,noun,deal,noun,A2,Collocation,,Language,,,,,,,,,,,,,,,,,
deal,B1,noun,deal,verb,B1,,,,,,,,,,,,,,,,,,,,
decade,B1,noun,decade,noun,B2,,,,,,,,,,,,,,,,,,,,
decorate,B1,verb,decorate,verb,B2,,,,,,,,,,,,,,,,,,,,
deep,B1,adverb,deep,adjective,B2,,,,,,,,,,,,,,,,,,,,
deep,B1,adverb,deep,adverb,A2,,,,,,,,,,,,,,,,,,,,
define,B1,verb,define,verb,B1,,,,,,,,,,,,,,,,,,,,
definite,B1,adjective,definite,adjective,B1,,,,,,,,,,,,,,,,,,,,
definition,B1,noun,definition,noun,B1,Education,,,,,,,,,,,,,,,,,,,
deliver,B1,verb,deliver,verb,B1,,,,,,,,,,,,,,,,,,,,
departure,B1,noun,departure,noun,B1,Travel and services vocab,,,,,,,,,,,,,,,,,,,
despite,B1,preposition,despite,preposition,B1,,,,,,,,,,,,,,,,,,,,
destination,B1,noun,destination,noun,B1,Travel and services vocab,,,,,,,,,,,,,,,,,,,
determine,B1,verb,determine,verb,B1,,,,,,,,,,,,,,,,,,,,
determined,B1,adjective,determined,adjective,B2,,,,,,,,,,,,,,,,,,,,
development,B1,noun,development,noun,B1,Education,,,,,,,,,,,,,,,,,,,
diagram,B1,noun,diagram,noun,B1,,,,,,,,,,,,,,,,,,,,
diamond,B1,noun,diamond,noun,A2,Objects and rooms,,Shopping,,,,,,,,,,,,,,,,,
difficulty,B1,noun,difficulty,noun,A2,,,,,,,,,,,,,,,,,,,,
direct,B1,"verb, adverb",direct,adjective,A2,,,,,,,,,,,,,,,,,,,,
direct,B1,"verb, adverb",direct,verb,B1,,,,,,,,,,,,,,,,,,,,
directly,B1,adverb,directly,adverb,B1,,,,,,,,,,,,,,,,,,,,
dirt,B1,noun,dirt,noun,B1,,,Daily life,,,,,,,,,,,,,,,,,
disadvantage,B1,noun,disadvantage,noun,A2,,,,,,,,,,,,,,,,,,,,
disappointed,B1,adjective,disappointed,adjective,A2,,,,,,,,,,,,,,,,,,,,
disappointing,B1,adjective,disappointing,adjective,A2,,,,,,,,,,,,,,,,,,,,
discount,B1,noun,discount,noun,B1,Shopping,,Shopping,,,,,,,,,,,,,,,,,
dislike,B1,"verb, noun",dislike,noun,A2,Personal information,,Personal identification,,,,,,,,,,,,,,,,,
dislike,B1,"verb, noun",dislike,verb,B1,,,,,,,,,,,,,,,,,,,,
divide,B1,verb,divide,noun,B1,,,,,,,,,,,,,,,,,,,,
divide,B1,verb,divide,verb,A2,,,,,,,,,,,,,,,,,,,,
documentary,B1,noun,documentary,noun,B1,Hobbies and pastimes,Media,"Free time, entertainment",,,,,,,,,,,,,,,,,
donate,B1,verb,donate,verb,B2,,,,,,,,,,,,,,,,,,,,
double,B1,adverb,double,adjective,A2,,,,,,,,,,,,,,,,,,,,
double,B1,adverb,double,noun,B2,,,,,,,,,,,,,,,,,,,,
double,B1,adverb,double,verb,B2,,,,,,,,,,,,,,,,,,,,
doubt,B1,"noun, verb",doubt,noun,A2,,,,,,,,,,,,,,,,,,,,
doubt,B1,"noun, verb",doubt,verb,B2,,,,,,,,,,,,,,,,,,,,
dressed,B1,adjective,dressed,adjective,A2,,,,,,,,,,,,,,,,,,,,
drop,B1,noun,drop,noun,A2,,,,,,,,,,,,,,,,,,,,
drop,B1,noun,drop,verb,A1,,,,,,,,,,,,,,,,,,,,
drum,B1,noun,drum,noun,A1,Leisure activities,,"Free time, entertainment",,,,,,,,,,,,,,,,,
drunk,B1,adjective,drunk,adjective,B1,,,,,,,,,,,,,,,,,,,,
due,B1,adjective,due,adjective,A1,,,,,,,,,,,,,,,,,,,,
dust,B1,noun,dust,noun,A2,Objects and rooms,,,,,,,,,,,,,,,,,,,
duty,B1,noun,duty,noun,B1,,,,,,,,,,,,,,,,,,,,
earthquake,B1,noun,earthquake,noun,A2,"News, lifestyles and current affairs",,Weather,,,,,,,,,,,,,,,,,
eastern,B1,adjective,eastern,adjective,B1,,,,,,,,,,,,,,,,,,,,
economic,B1,adjective,economic,adjective,B1,,,,,,,,,,,,,,,,,,,,
economy,B1,noun,economy,noun,B1,Work and Jobs,,Daily life,,,,,,,,,,,,,,,,,
edge,B1,noun,edge,noun,B1,Objects and rooms,,,,,,,,,,,,,,,,,,,
editor,B1,noun,editor,noun,A2,Work and Jobs,,Personal identification,,,,,,,,,,,,,,,,,
educate,B1,verb,educate,verb,B1,,,,,,,,,,,,,,,,,,,,
educated,B1,adjective,educated,adjective,B2,,,,,,,,,,,,,,,,,,,,
educational,B1,adjective,educational,adjective,A2,,,,,,,,,,,,,,,,,,,,
effective,B1,adjective,effective,adjective,B1,,,,,,,,,,,,,,,,,,,,
effectively,B1,adverb,effectively,adverb,B2,,,,,,,,,,,,,,,,,,,,
effort,B1,noun,effort,noun,A2,,,,,,,,,,,,,,,,,,,,
election,B1,noun,election,noun,B1,"News, lifestyles and current affairs",,Relations with other people,,,,,,,,,,,,,,,,,
element,B1,noun,element,noun,B1,,,,,,,,,,,,,,,,,,,,
embarrassed,B1,adjective,embarrassed,adjective,B1,,,,,,,,,,,,,,,,,,,,
embarrassing,B1,adjective,embarrassing,adjective,A2,,,,,,,,,,,,,,,,,,,,
emergency,B1,noun,emergency,noun,A2,"News, lifestyles and current affairs",,,,,,,,,,,,,,,,,,,
emotion,B1,noun,emotion,noun,B1,,,,,,,,,,,,,,,,,,,,
employment,B1,noun,employment,noun,B1,Work and Jobs,,Personal identification,,,,,,,,,,,,,,,,,
empty,B1,verb,empty,adjective,A2,,,,,,,,,,,,,,,,,,,,
encourage,B1,verb,encourage,verb,A2,,,,,,,,,,,,,,,,,,,,
enemy,B1,noun,enemy,noun,B1,,,Relations with other people,,,,,,,,,,,,,,,,,
engaged,B1,adjective,engaged,adjective,B1,,,,,,,,,,,,,,,,,,,,
engineering,B1,noun,engineering,noun,B1,Education,Work and Jobs,Daily life,,,,,,,,,,,,,,,,,
entertain,B1,verb,entertain,verb,B1,,,,,,,,,,,,,,,,,,,,
entertainment,B1,noun,entertainment,noun,A2,Hobbies and pastimes,,"Free time, entertainment",,,,,,,,,,,,,,,,,
entrance,B1,noun,entrance,noun,A2,Objects and rooms,,"House and home, environment",,,,,,,,,,,,,,,,,
entry,B1,noun,entry,noun,B1,,,,,,,,,,,,,,,,,,,,
environmental,B1,adjective,environmental,adjective,B1,,,,,,,,,,,,,,,,,,,,
episode,B1,noun,episode,noun,A2,Books and literature,,"Free time, entertainment",,,,,,,,,,,,,,,,,
equal,B1,"adjective, verb",equal,adjective,B1,,,,,,,,,,,,,,,,,,,,
equal,B1,"adjective, verb",equal,noun,B2,,,,,,,,,,,,,,,,,,,,
equal,B1,"adjective, verb",equal,verb,B2,,,,,,,,,,,,,,,,,,,,
equally,B1,adverb,equally,adverb,B1,,,,,,,,,,,,,,,,,,,,
escape,B1,"verb, noun",escape,noun,A2,,,,,,,,,,,,,,,,,,,,
escape,B1,"verb, noun",escape,verb,B1,,,,,,,,,,,,,,,,,,,,
essential,B1,adjective,essential,adjective,B1,,,,,,,,,,,,,,,,,,,,
eventually,B1,adverb,eventually,adverb,B1,,,,,,,,,,,,,,,,,,,,
examine,B1,verb,examine,verb,B1,,,,,,,,,,,,,,,,,,,,
except,B1,conjunction,except,conjunction,A2,,,,,,,,,,,,,,,,,,,,
except,B1,conjunction,except,preposition,A2,,,,,,,,,,,,,,,,,,,,
exchange,B1,"noun, verb",exchange,noun,A2,,,,,,,,,,,,,,,,,,,,
exchange,B1,"noun, verb",exchange,verb,B1,,,,,,,,,,,,,,,,,,,,
excitement,B1,noun,excitement,noun,B1,,,Personal identification,,,,,,,,,,,,,,,,,
exhibition,B1,noun,exhibition,noun,A2,Hobbies and pastimes,,"Free time, entertainment",,,,,,,,,,,,,,,,,
expand,B1,verb,expand,verb,B1,,,,,,,,,,,,,,,,,,,,
expected,B1,adjective,expected,adjective,B2,,,,,,,,,,,,,,,,,,,,
expedition,B1,noun,expedition,noun,B2,Travel and services vocab,,Travel,expedition,noun,C1,,,,,,,,,,,,,,
experience,B1,verb,experience,noun,A2,,,,,,,,,,,,,,,,,,,,
experience,B1,verb,experience,verb,B1,,,,,,,,,,,,,,,,,,,,
experienced,B1,adjective,experienced,adjective,B1,,,,,,,,,,,,,,,,,,,,
experiment,B1,verb,experiment,noun,B1,,,,,,,,,,,,,,,,,,,,
experiment,B1,verb,experiment,verb,B2,,,,,,,,,,,,,,,,,,,,
explode,B1,verb,explode,verb,B2,,,,,,,,,,,,,,,,,,,,
explore,B1,verb,explore,verb,A2,,,,,,,,,,,,,,,,,,,,
explosion,B1,noun,explosion,noun,B1,"News, lifestyles and current affairs",,,,,,,,,,,,,,,,,,,
export,B1,"noun, verb",export,noun,B2,Work and Jobs,,,,,,,,,,,,,,,,,,,
export,B1,"noun, verb",export,verb,B2,,,,,,,,,,,,,,,,,,,,
extra,B1,"noun, adverb",extra,adjective,A2,,,,,,,,,,,,,,,,,,,,
extra,B1,"noun, adverb",extra,adverb,A2,,,,,,,,,,,,,,,,,,,,
extra,B1,"noun, adverb",extra,noun,B1,,,,,,,,,,,,,,,,,,,,
face,B1,verb,face,noun,A1,,,Health and body care,,,,,,,,,,,,,,,,,
face,B1,verb,face,verb,A2,,,,,,,,,,,,,,,,,,,,
fairly,B1,adverb,fairly,adverb,A2,,,,,,,,,,,,,,,,,,,,
familiar,B1,adjective,familiar,adjective,A2,,,,,,,,,,,,,,,,,,,,
fancy,B1,"verb, adjective",fancy,adjective,A2,,,,,,,,,,,,,,,,,,,,
fancy,B1,"verb, adjective",fancy,noun,B1,,,,,,,,,,,,,,,,,,,,
fancy,B1,"verb, adjective",fancy,verb,B1,,,,,,,,,,,,,,,,,,,,
far,B1,adjective,far,adjective,B2,,,,,,,,,,,,,,,,,,,,
far,B1,adjective,far,adverb,A2,,,,,,,,,,,,,,,,,,,,
fascinating,B1,adjective,fascinating,adjective,A2,,,,,,,,,,,,,,,,,,,,
fashionable,B1,adjective,fashionable,adjective,B1,,,,,,,,,,,,,,,,,,,,
fasten,B1,verb,fasten,verb,B1,,,,,,,,,,,,,,,,,,,,
favour,B1,noun,,,,,,,,,,,,,,,,,,,,,,,
fear,B1,verb,fear,noun,A2,,,,,,,,,,,,,,,,,,,,
fear,B1,verb,fear,verb,B2,,,,,,,,,,,,,,,,,,,,
feature,B1,verb,feature,noun,A2,,,,,,,,,,,,,,,,,,,,
feature,B1,verb,feature,verb,B2,,,,,,,,,,,,,,,,,,,,
fence,B1,noun,fence,noun,A2,"Things in the town, shops and shopping",,"House and home, environment",,,,,,,,,,,,,,,,,
fighting,B1,noun,fighting,noun,B2,,,,,,,,,,,,,,,,,,,,
file,B1,noun,file,noun,A1,Objects and rooms,,,,,,,,,,,,,,,,,,,
file,B1,noun,file,verb,B2,,,,,,,,,,,,,,,,,,,,
financial,B1,adjective,financial,adjective,B1,,,,,,,,,,,,,,,,,,,,
fire,B1,verb,fire,noun,A1,,,,,,,,,,,,,,,,,,,,
fire,B1,verb,fire,verb,B2,,,,,,,,,,,,,,,,,,,,
fitness,B1,noun,fitness,noun,B1,Leisure activities,,"Free time, entertainment",,,,,,,,,,,,,,,,,
fixed,B1,adjective,fixed,adjective,B2,,,,,,,,,,,,,,,,,,,,
flag,B1,noun,flag,noun,A1,"Things in the town, shops and shopping",,,,,,,,,,,,,,,,,,,
flood,B1,"noun, verb",flood,noun,A2,"News, lifestyles and current affairs",,Weather,,,,,,,,,,,,,,,,,
flood,B1,"noun, verb",flood,verb,B1,,,,,,,,,,,,,,,,,,,,
flour,B1,noun,flour,noun,A2,Food and drink,,Food and drink,,,,,,,,,,,,,,,,,
flow,B1,"verb, noun",flow,noun,B1,,,,,,,,,,,,,,,,,,,,
flow,B1,"verb, noun",flow,verb,B1,,,,,,,,,,,,,,,,,,,,
fold,B1,verb,fold,noun,B1,,,,,,,,,,,,,,,,,,,,
fold,B1,verb,fold,verb,B1,,,,,,,,,,,,,,,,,,,,
folk,B1,"noun, adjective",folk,noun,B1,Food and drink,Objects and rooms,Food and drink,,,,,,,,,,,,,,,,,
following,B1,noun,following,adjective,A1,,,,,,,,,,,,,,,,,,,,
following,B1,noun,following,preposition,B2,,,,,,,,,,,,,,,,,,,,
force,B1,"noun, verb",force,noun,A2,,,,,,,,,,,,,,,,,,,,
force,B1,"noun, verb",force,verb,B2,,,,,,,,,,,,,,,,,,,,
forever,B1,adverb,forever,adverb,A2,,,,,,,,,,,,,,,,,,,,
frame,B1,"noun, verb",frame,noun,A2,,,,,,,,,,,,,,,,,,,,
frame,B1,"noun, verb",frame,verb,B2,,,,,,,,,,,,,,,,,,,,
freeze,B1,verb,freeze,verb,A2,,,,,,,,,,,,,,,,,,,,
frequently,B1,adverb,frequently,adverb,B1,,,,,,,,,,,,,,,,,,,,
friendship,B1,noun,friendship,noun,A2,Personal information,,Relations with other people,,,,,,,,,,,,,,,,,
frighten,B1,verb,frighten,verb,A2,,,,,,,,,,,,,,,,,,,,
frightened,B1,adjective,frightened,adjective,A2,,,,,,,,,,,,,,,,,,,,
frightening,B1,adjective,frightening,adjective,A2,,,,,,,,,,,,,,,,,,,,
frozen,B1,adjective,frozen,adjective,B1,,,,,,,,,,,,,,,,,,,,
fry,B1,verb,fry,noun,A2,,,,,,,,,,,,,,,,,,,,
fry,B1,verb,fry,verb,B1,,,,,,,,,,,,,,,,,,,,
fuel,B1,noun,fuel,noun,B1,"News, lifestyles and current affairs",,,,,,,,,,,,,,,,,,,
function,B1,noun,function,noun,B1,,,,,,,,,,,,,,,,,,,,
function,B1,noun,function,verb,A2,,,,,,,,,,,,,,,,,,,,
fur,B1,noun,fur,noun,B1,Clothes,,Shopping,,,,,,,,,,,,,,,,,
further,B1,adverb,further,adjective,A2,,,,,,,,,,,,,,,,,,,,
further,B1,adverb,further,adverb,B1,,,,,,,,,,,,,,,,,,,,
garage,B1,noun,garage,noun,A2,,,"House and home, environment",,,,,,,,,,,,,,,,,
gather,B1,verb,gather,verb,A2,,,,,,,,,,,,,,,,,,,,
generally,B1,adverb,generally,adverb,B1,,,,,,,,,,,,,,,,,,,,
generation,B1,noun,generation,noun,A2,,,,,,,,,,,,,,,,,,,,
generous,B1,adjective,generous,adjective,B1,,,,,,,,,,,,,,,,,,,,
