word,level,pos
lucky,A2,adjective
mail,A2,"noun, verb"
major,A2,adjective
male,A2,"adjective, noun"
manage,A2,verb
manager,A2,noun
manner,A2,noun
mark,A2,"verb, noun"
marry,A2,verb
material,A2,noun
mathematics,A2,noun
maths,A2,noun
matter,A2,"noun, verb"
may,A2,modal verb
media,A2,noun
medical,A2,adjective
medicine,A2,noun
memory,A2,noun
mention,A2,verb
metal,A2,noun
method,A2,noun
middle,A2,"noun, adjective"
might,A2,modal verb
mind,A2,"noun, verb"
mine,A2,pronoun
mirror,A2,noun
missing,A2,adjective
mobile,A2,"adjective, noun"
monkey,A2,noun
moon,A2,noun
mostly,A2,adverb
motorcycle,A2,noun
movement,A2,noun
musical,A2,adjective
musician,A2,noun
myself,A2,pronoun
narrow,A2,adjective
national,A2,adjective
nature,A2,noun
nearly,A2,adverb
necessary,A2,adjective
neck,A2,noun
need,A2,noun
neither,A2,"determiner, pronoun"
nervous,A2,adjective
network,A2,noun
noise,A2,noun
noisy,A2,adjective
none,A2,pronoun
normal,A2,adjective
normally,A2,adverb
notice,A2,"verb, noun"
novel,A2,noun
nowhere,A2,adverb
number,A2,verb
nut,A2,noun
ocean,A2,noun
offer,A2,"verb, noun"
officer,A2,noun
oil,A2,noun
onto,A2,preposition
opportunity,A2,noun
option,A2,noun
ordinary,A2,adjective
organization,A2,noun
organize,A2,verb
original,A2,adjective
ourselves,A2,pronoun
outside,A2,"preposition, noun, adjective"
oven,A2,noun
own,A2,verb
owner,A2,noun
pack,A2,verb
pain,A2,noun
painter,A2,noun
palace,A2,noun
pants,A2,noun
parking,A2,noun
particular,A2,adjective
pass,A2,verb
passenger,A2,noun
past,A2,adverb
patient,A2,noun
pattern,A2,noun
pay,A2,noun
peace,A2,noun
penny,A2,noun
per,A2,preposition
per,A2,"NA, adjective, adverb"
perform,A2,verb
perhaps,A2,adverb
permission,A2,noun
personality,A2,noun
pet,A2,noun
petrol,A2,noun
photograph,A2,verb
physical,A2,adjective
physics,A2,noun
pick,A2,verb
pilot,A2,noun
planet,A2,noun
plant,A2,verb
plastic,A2,"noun, adjective"
plate,A2,noun
platform,A2,noun
please,A2,verb
pleased,A2,adjective
pocket,A2,noun
polite,A2,adjective
pollution,A2,noun
pop,A2,"noun, adjective"
population,A2,noun
position,A2,noun
possession,A2,noun
possibility,A2,noun
poster,A2,noun
power,A2,noun
predict,A2,verb
present,A2,verb
president,A2,noun
prevent,A2,verb
print,A2,verb
printer,A2,noun
prison,A2,noun
prize,A2,noun
process,A2,noun
produce,A2,verb
professional,A2,adjective
professor,A2,noun
profile,A2,noun
program,A2,noun
progress,A2,noun
promise,A2,"verb, noun"
pronounce,A2,verb
protect,A2,verb
provide,A2,verb
pub,A2,noun
public,A2,"adjective, noun"
publish,A2,verb
pull,A2,verb
purpose,A2,noun
push,A2,verb
quality,A2,noun
quantity,A2,noun
queen,A2,noun
question,A2,verb
quietly,A2,adverb
race,A2,"noun, verb"
railway,A2,noun
raise,A2,verb
rate,A2,noun
rather,A2,adverb
reach,A2,verb
react,A2,verb
realize,A2,verb
receive,A2,verb
recent,A2,adjective
recently,A2,adverb
reception,A2,noun
recipe,A2,noun
recognize,A2,verb
recommend,A2,verb
record,A2,"noun, verb"
recording,A2,noun
recycle,A2,verb
reduce,A2,verb
refer,A2,verb
refuse1,A2,verb
region,A2,noun
regular,A2,adjective
relationship,A2,noun
remove,A2,verb
repair,A2,verb
replace,A2,verb
reply,A2,"verb, noun"
report,A2,verb
reporter,A2,noun
request,A2,noun
research,A2,"noun, verb"
researcher,A2,noun
respond,A2,verb
response,A2,noun
rest,A2,noun
rest,A2,"noun, verb"
review,A2,"noun, verb"
ride,A2,noun
ring1,A2,noun
ring2,A2,verb
rise,A2,verb
rock,A2,noun
rock,A2,noun
role,A2,noun
roof,A2,noun
round,A2,"adjective, adverb, preposition"
route,A2,noun
rubbish,A2,noun
rude,A2,adjective
run,A2,noun
runner,A2,noun
running,A2,noun
sadly,A2,adverb
safe,A2,adjective
sail,A2,verb
sailing,A2,noun
salary,A2,noun
sale,A2,noun
sauce,A2,noun
save,A2,verb
scared,A2,adjective
scary,A2,adjective
scene,A2,noun
schedule,A2,noun
score,A2,"verb, noun"
screen,A2,noun
search,A2,"noun, verb"
season,A2,noun
seat,A2,noun
second1,A2,adverb
secondly,A2,adverb
secret,A2,"adjective, noun"
secretary,A2,noun
seem,A2,verb
sense,A2,noun
separate,A2,adjective
series,A2,noun
serious,A2,adjective
serve,A2,verb
service,A2,noun
several,A2,"determiner, pronoun"
shake,A2,verb
shall,A2,modal verb
shape,A2,noun
sheet,A2,noun
ship,A2,noun
shoulder,A2,noun
shout,A2,"verb, noun"
shut,A2,"verb, adjective"
side,A2,noun
sign,A2,"noun, verb"
silver,A2,"noun, adjective"
simple,A2,adjective
since,A2,"preposition, conjunction"
singing,A2,noun
single,A2,"adjective, noun"
sir,A2,noun
site,A2,noun
size,A2,noun
ski,A2,"verb, adjective, noun"
skiing,A2,noun
skin,A2,noun
sky,A2,noun
sleep,A2,noun
slowly,A2,adverb
smartphone,A2,noun
smell,A2,"verb, noun"
smile,A2,"verb, noun"
smoke,A2,"noun, verb"
smoking,A2,noun
soap,A2,noun
soccer,A2,noun
social,A2,adjective
society,A2,noun
sock,A2,noun
soft,A2,adjective
soldier,A2,noun
solution,A2,noun
solve,A2,verb
somewhere,A2,"adverb, pronoun"
sort,A2,noun
source,A2,noun
speaker,A2,noun
specific,A2,adjective
speech,A2,noun
speed,A2,noun
spider,A2,noun
spoon,A2,noun
square,A2,"adjective, noun"
stage,A2,noun
stair,A2,noun
stamp,A2,noun
star,A2,verb
start,A2,noun
state,A2,noun
stay,A2,noun
steal,A2,verb
step,A2,noun
stomach,A2,noun
stone,A2,noun
store,A2,noun
storm,A2,noun
straight,A2,"adverb, adjective"
strange,A2,adjective
strategy,A2,noun
stress,A2,"noun, verb"
structure,A2,noun
stupid,A2,adjective
succeed,A2,verb
successful,A2,adjective
such,A2,"determiner, pronoun"
suddenly,A2,adverb
suggest,A2,verb
suggestion,A2,noun
suit,A2,noun
support,A2,"verb, noun"
suppose,A2,verb
sure,A2,adverb
surprise,A2,"noun, verb"
surprised,A2,adjective
surprising,A2,adjective
survey,A2,noun
sweet,A2,"adjective, noun"
symbol,A2,noun
system,A2,noun
tablet,A2,noun
talk,A2,noun
target,A2,noun
task,A2,noun
taste,A2,"noun, verb"
teaching,A2,noun
technology,A2,noun
teenage,A2,adjective
temperature,A2,noun
term,A2,noun
text,A2,verb
themselves,A2,pronoun
thick,A2,adjective
thief,A2,noun
thin,A2,adjective
thinking,A2,noun
third,A2,noun
thought,A2,noun
throw,A2,verb
tidy,A2,"adjective, verb"
tie,A2,"verb, noun"
tip,A2,noun
tool,A2,noun
top,A2,"noun, adjective"
touch,A2,verb
tour,A2,noun
tourism,A2,noun
towards,A2,preposition
towel,A2,noun
tower,A2,noun
toy,A2,"noun, adjective"
track,A2,noun
tradition,A2,noun
traditional,A2,adjective
train,A2,verb
trainer,A2,noun
training,A2,noun
transport,A2,noun
traveller,A2,noun
trouble,A2,noun
truck,A2,noun
twin,A2,"noun, adjective"
typical,A2,adjective
underground,A2,"adjective, adverb"
understanding,A2,noun
unfortunately,A2,adverb
unhappy,A2,adjective
uniform,A2,noun
unit,A2,noun
united,A2,adjective
unusual,A2,adjective
upstairs,A2,adjective
use,A2,noun
used,A2,NA
user,A2,noun
usual,A2,adjective
valley,A2,noun
van,A2,noun
variety,A2,noun
vehicle,A2,noun
view,A2,noun
virus,A2,noun
voice,A2,noun
wait,A2,noun
war,A2,noun
wash,A2,noun
washing,A2,noun
wave,A2,noun
weak,A2,adjective
web,A2,noun
wedding,A2,noun
weight,A2,noun
welcome,A2,noun
wet,A2,adjective
wheel,A2,noun
while,A2,conjunction
whole,A2,adjective
whose,A2,"determiner, pronoun"
wide,A2,adjective
wild,A2,adjective
1,A2,noun
winner,A2,noun
wish,A2,"verb, noun"
wood,A2,noun
wooden,A2,adjective
working,A2,adjective
worried,A2,adjective
worry,A2,verb
worse,A2,adjective
worst,A2,adjective
wow,A2,exclamation
yet,A2,adverb
yours,A2,pronoun
zero,A2,NA
absolutely,B1,adverb
academic,B1,adjective
access,B1,"noun, verb"
accommodation,B1,noun
account,B1,noun
achievement,B1,noun
act,B1,noun
ad,B1,noun
addition,B1,noun
admire,B1,verb
admit,B1,verb
advanced,B1,adjective
advise,B1,verb
afford,B1,verb
age,B1,verb
aged,B1,adjective
agent,B1,noun
agreement,B1,noun
ahead,B1,adverb
aim,B1,"verb, noun"
alarm,B1,noun
album,B1,noun
alcohol,B1,noun
alcoholic,B1,adjective
alternative,B1,adjective
amazed,B1,adjective
ambition,B1,noun
ambitious,B1,adjective
analyse,B1,verb
analysis,B1,noun
announce,B1,verb
announcement,B1,noun
annoy,B1,verb
annoyed,B1,adjective
annoying,B1,adjective
apart,B1,adverb
apologize,B1,verb
application,B1,noun
appointment,B1,noun
appreciate,B1,verb
approximately,B1,adverb
arrest,B1,"verb, noun"
arrival,B1,noun
assignment,B1,noun
assist,B1,verb
atmosphere,B1,noun
attach,B1,verb
attitude,B1,noun
attract,B1,verb
attraction,B1,noun
authority,B1,noun
average,B1,verb
award,B1,verb
aware,B1,adjective
backwards,B1,adverb
bake,B1,verb
balance,B1,"noun, verb"
ban,B1,"verb, noun"
bank,B1,noun
base,B1,"noun, verb"
basic,B1,adjective
basis,B1,noun
battery,B1,noun
battle,B1,noun
beauty,B1,noun
bee,B1,noun
belief,B1,noun
bell,B1,noun
bend,B1,"verb, noun"
benefit,B1,verb
better,B1,noun
bite,B1,"verb, noun"
block,B1,"noun, verb"
board,B1,verb
bomb,B1,"noun, verb"
border,B1,noun
bother,B1,verb
branch,B1,noun
brand,B1,"noun, verb"
brave,B1,adjective
breath,B1,noun
breathe,B1,verb
breathing,B1,noun
bride,B1,noun
bubble,B1,noun
bury,B1,verb
by,B1,adverb
calm,B1,"adjective, verb, noun"
campaign,B1,"noun, verb"
campus,B1,noun
candidate,B1,noun
cap,B1,noun
captain,B1,noun
careless,B1,adjective
category,B1,noun
ceiling,B1,noun
celebration,B1,noun
central,B1,adjective
centre,B1,verb
ceremony,B1,noun
chain,B1,noun
challenge,B1,noun
champion,B1,noun
channel,B1,noun
chapter,B1,noun
charge,B1,"noun, verb"
cheap,B1,adverb
cheat,B1,"verb, noun"
cheerful,B1,adjective
chemical,B1,"adjective, noun"
chest,B1,noun
childhood,B1,noun
claim,B1,"verb, noun"
clause,B1,noun
clear,B1,verb
click,B1,"verb, noun"
client,B1,noun
climb,B1,noun
2,B1,adverb
cloth,B1,noun
clue,B1,noun
coach,B1,verb
coal,B1,noun
coin,B1,noun
collection,B1,noun
coloured,B1,adjective
combine,B1,verb
comment,B1,verb
commercial,B1,"adjective, noun"
commit,B1,verb
communication,B1,noun
comparison,B1,noun
competitor,B1,noun
competitive,B1,adjective
complaint,B1,noun
complex,B1,adjective
concentrate,B1,verb
conclude,B1,verb
conclusion,B1,noun
confident,B1,adjective
confirm,B1,verb
confuse,B1,verb
confused,B1,adjective
connection,B1,noun
consequence,B1,noun
consist,B1,verb
consume,B1,verb
consumer,B1,noun
contact,B1,"noun, verb"
container,B1,noun
1,B1,noun
continuous,B1,adjective
contrast,B1,"noun, verb"
convenient,B1,adjective
convince,B1,verb
cool,B1,verb
costume,B1,noun
cottage,B1,noun
cotton,B1,noun
count,B1,noun
countryside,B1,noun
court,B1,noun
cover,B1,noun
covered,B1,adjective
cream,B1,adjective
criminal,B1,adjective
cruel,B1,adjective
cultural,B1,adjective
currency,B1,noun
current,B1,adjective
currently,B1,adverb
curtain,B1,noun
custom,B1,noun
cut,B1,noun
daily,B1,adverb
damage,B1,"noun, verb"
deal,B1,noun
decade,B1,noun
decorate,B1,verb
deep,B1,adverb
define,B1,verb
definite,B1,adjective
definition,B1,noun
deliver,B1,verb
departure,B1,noun
despite,B1,preposition
destination,B1,noun
determine,B1,verb
determined,B1,adjective
development,B1,noun
diagram,B1,noun
diamond,B1,noun
difficulty,B1,noun
direct,B1,"verb, adverb"
directly,B1,adverb
dirt,B1,noun
disadvantage,B1,noun
disappointed,B1,adjective
disappointing,B1,adjective
discount,B1,noun
dislike,B1,"verb, noun"
divide,B1,verb
documentary,B1,noun
donate,B1,verb
double,B1,adverb
doubt,B1,"noun, verb"
dressed,B1,adjective
drop,B1,noun
drum,B1,noun
drunk,B1,adjective
due,B1,adjective
dust,B1,noun
duty,B1,noun
earthquake,B1,noun
eastern,B1,adjective
economic,B1,adjective
economy,B1,noun
edge,B1,noun
editor,B1,noun
educate,B1,verb
educated,B1,adjective
educational,B1,adjective
effective,B1,adjective
effectively,B1,adverb
effort,B1,noun
election,B1,noun
element,B1,noun
embarrassed,B1,adjective
embarrassing,B1,adjective
emergency,B1,noun
emotion,B1,noun
employment,B1,noun
empty,B1,verb
encourage,B1,verb
enemy,B1,noun
engaged,B1,adjective
engineering,B1,noun
entertain,B1,verb
entertainment,B1,noun
entrance,B1,noun
entry,B1,noun
environmental,B1,adjective
episode,B1,noun
equal,B1,"adjective, verb"
equally,B1,adverb
escape,B1,"verb, noun"
essential,B1,adjective
eventually,B1,adverb
examine,B1,verb
except,B1,conjunction
exchange,B1,"noun, verb"
excitement,B1,noun
exhibition,B1,noun
expand,B1,verb
expected,B1,adjective
expedition,B1,noun
experience,B1,verb
experienced,B1,adjective
experiment,B1,verb
explode,B1,verb
explore,B1,verb
explosion,B1,noun
export,B1,"noun, verb"
extra,B1,"noun, adverb"
face,B1,verb
fairly,B1,adverb
familiar,B1,adjective
fancy,B1,"verb, adjective"
far,B1,adjective
fascinating,B1,adjective
fashionable,B1,adjective
fasten,B1,verb
favour,B1,noun
fear,B1,verb
feature,B1,verb
fence,B1,noun
fighting,B1,noun
file,B1,noun
financial,B1,adjective
fire,B1,verb
fitness,B1,noun
fixed,B1,adjective
flag,B1,noun
flood,B1,"noun, verb"
flour,B1,noun
flow,B1,"verb, noun"
fold,B1,verb
folk,B1,"noun, adjective"
following,B1,noun
force,B1,"noun, verb"
forever,B1,adverb
frame,B1,"noun, verb"
freeze,B1,verb
frequently,B1,adverb
friendship,B1,noun
frighten,B1,verb
frightened,B1,adjective
frightening,B1,adjective
frozen,B1,adjective
fry,B1,verb
fuel,B1,noun
function,B1,noun
fur,B1,noun
further,B1,adverb
garage,B1,noun
gather,B1,verb
generally,B1,adverb
generation,B1,noun
generous,B1,adjective
gentle,B1,adjective
gentleman,B1,noun
ghost,B1,noun
giant,B1,"adjective, noun"
glad,B1,adjective
global,B1,adjective
glove,B1,noun
go,B1,noun
goods,B1,noun
grade,B1,noun
graduate,B1,"noun, verb"
grain,B1,noun
grateful,B1,adjective
growth,B1,noun
guard,B1,"noun, verb"
guilty,B1,adjective
hand,B1,verb
hang,B1,verb
happiness,B1,noun
hardly,B1,adverb
hate,B1,noun
head,B1,verb
headline,B1,noun
heating,B1,noun
heavily,B1,adverb
helicopter,B1,noun
highlight,B1,"verb, noun"
highly,B1,adverb
hire,B1,verb
historic,B1,adjective
historical,B1,adjective
honest,B1,adjective
horrible,B1,adjective
horror,B1,noun
host,B1,noun
hunt,B1,verb
hurricane,B1,noun
hurry,B1,"noun, verb"
identity,B1,noun
ignore,B1,verb
illegal,B1,adjective
imaginary,B1,adjective
immediate,B1,adjective
immigrant,B1,noun
impact,B1,"noun, verb"
import,B1,"noun, verb"
importance,B1,noun
impression,B1,noun
impressive,B1,adjective
improvement,B1,noun
incredibly,B1,adverb
indeed,B1,adverb
indicate,B1,verb
indirect,B1,adjective
indoor,B1,adjective
indoors,B1,adverb
influence,B1,"noun, verb"
ingredient,B1,noun
injure,B1,verb
injured,B1,adjective
innocent,B1,adjective
intelligence,B1,noun
intend,B1,verb
intention,B1,noun
invest,B1,verb
investigate,B1,verb
involved,B1,adjective
iron,B1,"noun, verb"
issue,B1,noun
IT,B1,noun
journal,B1,noun
judge,B1,"noun, verb"
keen,B1,adjective
key,B1,verb
keyboard,B1,noun
kick,B1,"verb, noun"
killing,B1,noun
kind,B1,adjective
kiss,B1,"verb, noun"
knock,B1,noun
label,B1,"noun, verb"
laboratory,B1,noun
lack,B1,"noun, verb"
latest,B1,adjective
lay,B1,verb
layer,B1,noun
1,B1,noun
leading,B1,adjective
leaf,B1,noun
leather,B1,noun
legal,B1,adjective
leisure,B1,noun
length,B1,noun
level,B1,adjective
2,B1,"verb, noun"
like,B1,noun
limit,B1,"noun, verb"
lip,B1,noun
liquid,B1,"noun, adjective"
literature,B1,noun
2,B1,"adjective, adverb"
living,B1,"adjective, noun"
local,B1,noun
locate,B1,verb
located,B1,adjective
location,B1,noun
lonely,B1,adjective
loss,B1,noun
luxury,B1,noun
mad,B1,adjective
magic,B1,"noun, adjective"
mainly,B1,adverb
mall,B1,noun
management,B1,noun
market,B1,verb
marketing,B1,noun
marriage,B1,noun
meanwhile,B1,adverb
measure,B1,"verb, noun"
medium,B1,adjective
mental,B1,adjective
mention,B1,noun
mess,B1,noun
mild,B1,adjective
mine,B1,noun
mix,B1,"verb, noun"
mixture,B1,noun
mood,B1,noun
move,B1,noun
mud,B1,noun
murder,B1,"noun, verb"
muscle,B1,noun
musical,B1,noun
mystery,B1,noun
nail,B1,noun
narrative,B1,"noun, adjective"
nation,B1,noun
native,B1,"adjective, noun"
naturally,B1,adverb
necessarily,B1,adverb
need,B1,modal verb
needle,B1,noun
neighbourhood,B1,noun
neither,B1,adverb
net,B1,noun
next,B1,noun
nor,B1,"conjunction, adverb"
normal,B1,noun
northern,B1,adjective
note,B1,verb
now,B1,conjunction
nuclear,B1,adjective
obvious,B1,adjective
obviously,B1,adverb
occasion,B1,noun
occur,B1,verb
odd,B1,adjective
official,B1,adjective
old-fashioned,B1,adjective
once,B1,conjunction
operation,B1,noun
organized,B1,adjective
organizer,B1,noun
original,B1,noun
originally,B1,adverb
ought,B1,modal verb
ours,B1,pronoun
outdoor,B1,adjective
outdoors,B1,adverb
pack,B1,noun
package,B1,noun
painful,B1,adjective
pale,B1,adjective
pan,B1,noun
participate,B1,verb
particularly,B1,adverb
pass,B1,noun
passion,B1,noun
path,B1,noun
payment,B1,noun
peaceful,B1,adjective
percentage,B1,noun
perfectly,B1,adverb
performance,B1,noun
personally,B1,adverb
persuade,B1,verb
photographer,B1,noun
photography,B1,noun
pin,B1,"noun, verb"
pipe,B1,noun
place,B1,verb
planning,B1,noun
pleasant,B1,adjective
pleasure,B1,noun
plenty,B1,pronoun
plot,B1,noun
plus1,B1,preposition
poem,B1,noun
poet,B1,noun
poetry,B1,noun
point,B1,verb
poison,B1,"noun, verb"
poisonous,B1,adjective
policy,B1,noun
political,B1,adjective
politician,B1,noun
politics,B1,noun
port,B1,noun
portrait,B1,noun
possibly,B1,adverb
pot,B1,noun
pour,B1,verb
poverty,B1,noun
powder,B1,noun
powerful,B1,adjective
practical,B1,adjective
pray,B1,verb
prayer,B1,noun
prediction,B1,noun
prepared,B1,adjective
presentation,B1,noun
press,B1,"noun, verb"
pressure,B1,noun
pretend,B1,verb
previous,B1,adjective
previously,B1,adverb
priest,B1,noun
primary,B1,adjective
prince,B1,noun
princess,B1,noun
printing,B1,noun
prisoner,B1,noun
private,B1,adjective
producer,B1,noun
production,B1,noun
profession,B1,noun
profit,B1,noun
program,B1,verb
promote,B1,verb
proper,B1,adjective
properly,B1,adverb
property,B1,noun
protest,B1,"noun, verb"
proud,B1,adjective
prove,B1,verb
pull,B1,noun
punish,B1,verb
punishment,B1,noun
push,B1,noun
qualification,B1,noun
qualified,B1,adjective
qualify,B1,verb
queue,B1,"noun, verb"
quit,B1,verb
quotation,B1,noun
quote,B1,"verb, noun"
race,B1,noun
racing,B1,noun
range,B1,noun
rare,B1,adjective
rarely,B1,adverb
reaction,B1,noun
reality,B1,noun
receipt,B1,noun
recommendation,B1,noun
reference,B1,noun
reflect,B1,verb
regularly,B1,adverb
reject,B1,verb
relate,B1,verb
related,B1,adjective
relation,B1,noun
relative,B1,"adjective, noun"
relaxed,B1,adjective
relaxing,B1,adjective
release,B1,"verb, noun"
reliable,B1,adjective
religion,B1,noun
religious,B1,adjective
remain,B1,verb
remind,B1,verb
remote,B1,adjective
rent,B1,"noun, verb"
repair,B1,noun
repeat,B1,noun
repeated,B1,adjective
represent,B1,verb
request,B1,verb
require,B1,verb
reservation,B1,noun
resource,B1,noun
respect,B1,"noun, verb"
responsibility,B1,noun
responsible,B1,adjective
result,B1,verb
retire,B1,verb
retired,B1,adjective
revise,B1,verb
ring2,B1,noun
rise,B1,noun
risk,B1,"noun, verb"
robot,B1,noun
roll,B1,"verb, noun"
romantic,B1,adjective
rope,B1,noun
rough,B1,adjective
row1,B1,noun
royal,B1,adjective
rugby,B1,noun
rule,B1,verb
safety,B1,noun
sail,B1,noun
sailor,B1,noun
sample,B1,noun
sand,B1,noun
scan,B1,verb
scientific,B1,adjective
script,B1,noun
sculpture,B1,noun
secondary,B1,adjective
security,B1,noun
seed,B1,noun
sensible,B1,adjective
separate,B1,verb
seriously,B1,adverb
servant,B1,noun
set,B1,verb
set,B1,noun
setting,B1,noun
sex,B1,noun
sexual,B1,adjective
shake,B1,noun
share,B1,noun
sharp,B1,adjective
shelf,B1,noun
shell,B1,noun
shift,B1,noun
shine,B1,verb
shiny,B1,adjective
shoot,B1,verb
shy,B1,adjective
sight,B1,noun
signal,B1,"noun, verb"
silent,B1,adjective
silly,B1,adjective
similarity,B1,noun
similarly,B1,adverb
simply,B1,adverb
since,B1,adverb
sink,B1,verb
slice,B1,"noun, verb"
slightly,B1,adverb
slow,B1,verb
smart,B1,adjective
smooth,B1,adjective
software,B1,noun
soil,B1,noun
solid,B1,"adjective, noun"
sort,B1,verb
southern,B1,adjective
specifically,B1,adverb
spending,B1,noun
spicy,B1,adjective
spirit,B1,noun
spoken,B1,adjective
spot,B1,noun
spread,B1,verb
spring,B1,verb
stadium,B1,noun
staff,B1,noun
standard,B1,"noun, adjective"
state,B1,"adjective, verb"
statistic,B1,noun
statue,B1,noun
stick,B1,verb
stick,B1,noun
still,B1,adjective
store,B1,verb
stranger,B1,noun
strength,B1,noun
string,B1,noun
strongly,B1,adverb
studio,B1,noun
stuff,B1,noun
substance,B1,noun
successfully,B1,adverb
sudden,B1,adjective
suffer,B1,verb
suit,B1,verb
suitable,B1,adjective
summarize,B1,verb
summary,B1,noun
supply,B1,"noun, verb"
supporter,B1,noun
surely,B1,adverb
surface,B1,noun
survive,B1,verb
swim,B1,noun
switch,B1,verb
symptom,B1,noun
tail,B1,noun
talent,B1,noun
talented,B1,adjective
tape,B1,noun
tax,B1,"noun, verb"
technical,B1,adjective
technique,B1,noun
tend,B1,verb
tent,B1,noun
that,B1,adverb
theirs,B1,pronoun
theme,B1,noun
theory,B1,noun
therefore,B1,adverb
this,B1,adverb
though,B1,"conjunction, adverb"
throat,B1,noun
throughout,B1,"preposition, adverb"
tight,B1,adjective
till,B1,"conjunction, preposition"
tin,B1,noun
tiny,B1,adjective
tip,B1,verb
toe,B1,noun
tongue,B1,noun
total,B1,"adjective, noun"
totally,B1,adverb
touch,B1,noun
tour,B1,verb
trade,B1,"noun, verb"
translate,B1,verb
translation,B1,noun
transport,B1,verb
treat,B1,verb
treatment,B1,noun
trend,B1,noun
trick,B1,"noun, verb"
truth,B1,noun
tube,B1,noun
type,B1,verb
typically,B1,adverb
tyre,B1,noun
ugly,B1,adjective
unable,B1,adjective
uncomfortable,B1,adjective
underwear,B1,noun
unemployed,B1,adjective
unemployment,B1,noun
unfair,B1,adjective
union,B1,noun
unless,B1,conjunction
unlike,B1,preposition
unlikely,B1,adjective
unnecessary,B1,adjective
unpleasant,B1,adjective
update,B1,"verb, noun"
upon,B1,preposition
upset,B1,"adjective, verb"
1,B1,adjective
2,B1,adjective
valuable,B1,adjective
value,B1,noun
various,B1,adjective
version,B1,noun
victim,B1,noun
view,B1,verb
viewer,B1,noun
violent,B1,adjective
volunteer,B1,"noun, verb"
vote,B1,"noun, verb"
warm,B1,verb
warn,B1,verb
warning,B1,noun
waste,B1,"noun, verb, adjective"
water,B1,verb
wave,B1,verb
weapon,B1,noun
weigh,B1,verb
western,B1,adjective
whatever,B1,"determiner, pronoun"
whenever,B1,conjunction
whether,B1,conjunction
while,B1,noun
whole,B1,noun
will,B1,noun
win,B1,noun
wing,B1,noun
within,B1,preposition
wonder,B1,"verb, noun"
wool,B1,noun
worldwide,B1,"adjective, adverb"
worry,B1,noun
worse,B1,adverb
worst,B1,adverb
worth,B1,adjective
written,B1,adjective
wrong,B1,adverb
yard,B1,noun
young,B1,noun
youth,B1,noun
abandon,B2,verb
absolute,B2,adjective
academic,B2,noun
acceptable,B2,adjective
accompany,B2,verb
account,B2,verb
accurate,B2,adjective
accuse,B2,verb
acknowledge,B2,verb
acquire,B2,verb
actual,B2,adjective
adapt,B2,verb
additional,B2,adjective
address,B2,verb
administration,B2,noun
adopt,B2,verb
advance,B2,"noun, verb, adjective"
affair,B2,noun
afterwards,B2,adverb
agency,B2,noun
agenda,B2,noun
aggressive,B2,adjective
aid,B2,"noun, verb"
aircraft,B2,noun
alarm,B2,verb
alter,B2,verb
amount,B2,verb
anger,B2,noun
angle,B2,noun
anniversary,B2,noun
annual,B2,adjective
anxious,B2,adjective
apparent,B2,adjective
apparently,B2,adverb
appeal,B2,"noun, verb"
approach,B2,"noun, verb"
appropriate,B2,adjective
approval,B2,noun
approve,B2,verb
arise,B2,verb
armed,B2,adjective
arms,B2,noun
artificial,B2,adjective
artistic,B2,adjective
ashamed,B2,adjective
aspect,B2,noun
assess,B2,verb
assessment,B2,noun
associate,B2,verb
associated,B2,adjective
association,B2,noun
assume,B2,verb
attempt,B2,"noun, verb"
back,B2,verb
bacteria,B2,noun
bar,B2,verb
barrier,B2,noun
basically,B2,adverb
battle,B2,verb
bear,B2,verb
beat,B2,noun
beg,B2,verb
being,B2,noun
bent,B2,adjective
bet,B2,"verb, noun"
beyond,B2,"preposition, adverb"
bill,B2,verb
bitter,B2,adjective
blame,B2,"verb, noun"
blind,B2,adjective
bond,B2,noun
border,B2,verb
breast,B2,noun
brief,B2,adjective
broad,B2,adjective
broadcast,B2,"verb, noun"
budget,B2,noun
bullet,B2,noun
bunch,B2,noun
burn,B2,noun
bush,B2,noun
but,B2,preposition
cable,B2,noun
calculate,B2,verb
cancel,B2,verb
cancer,B2,noun
capable,B2,adjective
capacity,B2,noun
capture,B2,"verb, noun"
cast,B2,"noun, verb"
catch,B2,noun
cell,B2,noun
chain,B2,verb
chair,B2,verb
chairman,B2,noun
challenge,B2,verb
characteristic,B2,"noun, adjective"
chart,B2,verb
chief,B2,"adjective, noun"
circumstance,B2,noun
cite,B2,verb
citizen,B2,noun
civil,B2,adjective
classic,B2,"adjective, noun"
1,B2,noun
closely,B2,adverb
collapse,B2,"verb, noun"
combination,B2,noun
comfort,B2,"noun, verb"
command,B2,"noun, verb"
commission,B2,"noun, verb"
commitment,B2,noun
committee,B2,noun
commonly,B2,adverb
complex,B2,noun
complicated,B2,adjective
component,B2,noun
concentration,B2,noun
concept,B2,noun
concern,B2,"noun, verb"
concerned,B2,adjective
conduct,B2,"verb, noun"
confidence,B2,noun
conflict,B2,"noun, verb"
confusing,B2,adjective
conscious,B2,adjective
conservative,B2,"adjective, noun"
consideration,B2,noun
consistent,B2,adjective
constant,B2,adjective
constantly,B2,adverb
construct,B2,verb
construction,B2,noun
contemporary,B2,adjective
contest,B2,"noun, verb"
contract,B2,"noun, verb"
contribute,B2,verb
contribution,B2,noun
convert,B2,verb
convinced,B2,adjective
core,B2,"noun, adjective"
corporate,B2,adjective
council,B2,noun
county,B2,noun
courage,B2,noun
crash,B2,"noun, verb"
creation,B2,noun
creature,B2,noun
